Nama_File,Kategori,Luas,Kontras,Homogenitas
equ_aug_bright_nor_0_10.jpg,Mata_Normal,6046,194.72,0.24
equ_aug_bright_nor_0_11.jpg,Mata_Normal,2643,145.13,0.33
equ_aug_bright_nor_0_12.jpg,Mata_Normal,7192,184.19,0.23
equ_aug_bright_nor_0_13.jpg,Mata_Normal,3953,230.05,0.25
equ_aug_bright_nor_0_14.jpg,Mata_Normal,2881,466.57,0.58
equ_aug_bright_nor_0_15.jpg,Mata_Normal,7106,311.36,0.26
equ_aug_bright_nor_0_16.jpg,Mata_Normal,5894,533.24,0.46
equ_aug_bright_nor_0_17.jpg,Mata_Normal,2413,100.93,0.33
equ_aug_bright_nor_0_18.jpg,Mata_Normal,4049,217.04,0.39
equ_aug_bright_nor_0_19.jpg,Mata_Normal,5055,381.75,0.34
equ_aug_bright_nor_0_2.jpg,Mata_Normal,7183,770.1,0.14
equ_aug_bright_nor_0_20.jpg,Mata_Normal,2900,771.66,0.7
equ_aug_bright_nor_0_21.jpg,Mata_Normal,4581,272.67,0.39
equ_aug_bright_nor_0_22.jpg,Mata_Normal,4469,316.45,0.27
equ_aug_bright_nor_0_23.jpg,Mata_Normal,6040,240.68,0.21
equ_aug_bright_nor_0_24.jpg,Mata_Normal,4886,285.2,0.36
equ_aug_bright_nor_0_25.jpg,Mata_Normal,7258,762.83,0.47
equ_aug_bright_nor_0_26.jpg,Mata_Normal,5993,248.75,0.34
equ_aug_bright_nor_0_27.jpg,Mata_Normal,9325,494.75,0.2
equ_aug_bright_nor_0_28.jpg,Mata_Normal,7737,275.62,0.3
equ_aug_bright_nor_0_29.jpg,Mata_Normal,10056,438.72,0.15
equ_aug_bright_nor_0_3.jpg,Mata_Normal,8227,621.65,0.33
equ_aug_bright_nor_0_30.jpg,Mata_Normal,5553,327.0,0.45
equ_aug_bright_nor_0_31.jpg,Mata_Normal,7358,224.39,0.18
equ_aug_bright_nor_0_32.jpg,Mata_Normal,6238,301.99,0.32
equ_aug_bright_nor_0_33.jpg,Mata_Normal,5334,262.42,0.24
equ_aug_bright_nor_0_34.jpg,Mata_Normal,6168,208.05,0.23
equ_aug_bright_nor_0_35.jpg,Mata_Normal,7613,318.88,0.25
equ_aug_bright_nor_0_36.jpg,Mata_Normal,2036,80.69,0.3
equ_aug_bright_nor_0_37.jpg,Mata_Normal,4624,163.76,0.43
equ_aug_bright_nor_0_38.jpg,Mata_Normal,8058,384.91,0.19
equ_aug_bright_nor_0_39.jpg,Mata_Normal,2767,72.9,0.31
equ_aug_bright_nor_0_4.jpg,Mata_Normal,6555,264.5,0.24
equ_aug_bright_nor_0_40.jpg,Mata_Normal,5484,189.15,0.31
equ_aug_bright_nor_0_41.jpg,Mata_Normal,8960,695.2,0.21
equ_aug_bright_nor_0_42.jpg,Mata_Normal,10052,578.61,0.19
equ_aug_bright_nor_0_43.jpg,Mata_Normal,3520,911.41,0.65
equ_aug_bright_nor_0_44.jpg,Mata_Normal,7453,437.51,0.25
equ_aug_bright_nor_0_45.jpg,Mata_Normal,5880,231.52,0.22
equ_aug_bright_nor_0_46.jpg,Mata_Normal,3629,308.04,0.5
equ_aug_bright_nor_0_47.jpg,Mata_Normal,6889,261.82,0.23
equ_aug_bright_nor_0_48.jpg,Mata_Normal,7773,789.09,0.37
equ_aug_bright_nor_0_49.jpg,Mata_Normal,5164,319.43,0.32
equ_aug_bright_nor_0_5.jpg,Mata_Normal,6635,415.05,0.24
equ_aug_bright_nor_0_50.jpg,Mata_Normal,7705,217.88,0.26
equ_aug_bright_nor_0_6.jpg,Mata_Normal,7062,320.08,0.27
equ_aug_bright_nor_0_7.jpg,Mata_Normal,5710,146.8,0.26
equ_aug_bright_nor_0_8.jpg,Mata_Normal,7782,236.79,0.2
equ_aug_bright_nor_0_9.jpg,Mata_Normal,9539,561.35,0.16
equ_aug_flip_nor_0_1.jpg,Mata_Normal,5696,231.06,0.26
equ_aug_flip_nor_0_10.jpg,Mata_Normal,6202,210.68,0.21
equ_aug_flip_nor_0_11.jpg,Mata_Normal,2937,144.24,0.29
equ_aug_flip_nor_0_12.jpg,Mata_Normal,7455,196.52,0.21
equ_aug_flip_nor_0_13.jpg,Mata_Normal,4214,233.67,0.21
equ_aug_flip_nor_0_14.jpg,Mata_Normal,1887,49.38,0.37
equ_aug_flip_nor_0_15.jpg,Mata_Normal,7534,346.82,0.23
equ_aug_flip_nor_0_16.jpg,Mata_Normal,6565,388.64,0.25
equ_aug_flip_nor_0_17.jpg,Mata_Normal,2779,97.7,0.32
equ_aug_flip_nor_0_18.jpg,Mata_Normal,4817,337.98,0.35
equ_aug_flip_nor_0_19.jpg,Mata_Normal,5209,400.54,0.31
equ_aug_flip_nor_0_2.jpg,Mata_Normal,7208,819.8,0.12
equ_aug_flip_nor_0_20.jpg,Mata_Normal,2153,59.41,0.52
equ_aug_flip_nor_0_21.jpg,Mata_Normal,4418,209.32,0.25
equ_aug_flip_nor_0_22.jpg,Mata_Normal,4506,330.51,0.25
equ_aug_flip_nor_0_23.jpg,Mata_Normal,7857,278.73,0.15
equ_aug_flip_nor_0_24.jpg,Mata_Normal,4863,306.0,0.32
equ_aug_flip_nor_0_25.jpg,Mata_Normal,9515,1189.54,0.2
equ_aug_flip_nor_0_26.jpg,Mata_Normal,5406,152.5,0.22
equ_aug_flip_nor_0_27.jpg,Mata_Normal,9462,518.12,0.18
equ_aug_flip_nor_0_28.jpg,Mata_Normal,7154,274.07,0.2
equ_aug_flip_nor_0_29.jpg,Mata_Normal,11266,601.43,0.13
equ_aug_flip_nor_0_3.jpg,Mata_Normal,8481,656.46,0.31
equ_aug_flip_nor_0_30.jpg,Mata_Normal,4649,170.06,0.31
equ_aug_flip_nor_0_31.jpg,Mata_Normal,7807,240.85,0.17
equ_aug_flip_nor_0_32.jpg,Mata_Normal,7604,432.03,0.29
equ_aug_flip_nor_0_33.jpg,Mata_Normal,6755,291.61,0.19
equ_aug_flip_nor_0_34.jpg,Mata_Normal,7146,264.4,0.18
equ_aug_flip_nor_0_35.jpg,Mata_Normal,7625,364.36,0.22
equ_aug_flip_nor_0_36.jpg,Mata_Normal,2236,76.93,0.27
equ_aug_flip_nor_0_37.jpg,Mata_Normal,4203,170.53,0.38
equ_aug_flip_nor_0_38.jpg,Mata_Normal,8660,409.78,0.17
equ_aug_flip_nor_0_39.jpg,Mata_Normal,3620,101.14,0.27
equ_aug_flip_nor_0_4.jpg,Mata_Normal,6449,270.43,0.2
equ_aug_flip_nor_0_40.jpg,Mata_Normal,4445,192.84,0.27
equ_aug_flip_nor_0_41.jpg,Mata_Normal,9631,895.27,0.17
equ_aug_flip_nor_0_42.jpg,Mata_Normal,10360,607.78,0.16
equ_aug_flip_nor_0_43.jpg,Mata_Normal,2099,84.68,0.36
equ_aug_flip_nor_0_44.jpg,Mata_Normal,9034,495.58,0.2
equ_aug_flip_nor_0_45.jpg,Mata_Normal,6817,284.88,0.18
equ_aug_flip_nor_0_46.jpg,Mata_Normal,2191,45.89,0.36
equ_aug_flip_nor_0_47.jpg,Mata_Normal,6975,268.49,0.21
equ_aug_flip_nor_0_48.jpg,Mata_Normal,6630,533.02,0.2
equ_aug_flip_nor_0_49.jpg,Mata_Normal,5540,388.13,0.29
equ_aug_flip_nor_0_5.jpg,Mata_Normal,6782,423.51,0.22
equ_aug_flip_nor_0_50.jpg,Mata_Normal,7372,208.75,0.21
equ_aug_flip_nor_0_6.jpg,Mata_Normal,7384,359.74,0.24
equ_aug_flip_nor_0_7.jpg,Mata_Normal,5690,158.07,0.24
equ_aug_flip_nor_0_8.jpg,Mata_Normal,7826,240.43,0.2
equ_aug_flip_nor_0_9.jpg,Mata_Normal,9774,618.81,0.14
equ_aug_rot_nor_0_1.jpg,Mata_Normal,5698,322.38,0.25
equ_aug_rot_nor_0_10.jpg,Mata_Normal,6283,186.19,0.22
equ_aug_rot_nor_0_11.jpg,Mata_Normal,3001,108.66,0.34
equ_aug_rot_nor_0_12.jpg,Mata_Normal,7503,325.28,0.22
equ_aug_rot_nor_0_13.jpg,Mata_Normal,4286,161.74,0.22
equ_aug_rot_nor_0_14.jpg,Mata_Normal,1975,77.42,0.33
equ_aug_rot_nor_0_15.jpg,Mata_Normal,7466,289.41,0.23
equ_aug_rot_nor_0_16.jpg,Mata_Normal,6527,406.75,0.26
equ_aug_rot_nor_0_17.jpg,Mata_Normal,2839,78.89,0.32
equ_aug_rot_nor_0_18.jpg,Mata_Normal,4755,221.98,0.44
equ_aug_rot_nor_0_19.jpg,Mata_Normal,5220,345.7,0.32
equ_aug_rot_nor_0_2.jpg,Mata_Normal,7072,913.09,0.16
equ_aug_rot_nor_0_20.jpg,Mata_Normal,2163,117.51,0.46
equ_aug_rot_nor_0_21.jpg,Mata_Normal,4348,128.45,0.27
equ_aug_rot_nor_0_22.jpg,Mata_Normal,4485,407.82,0.27
equ_aug_rot_nor_0_23.jpg,Mata_Normal,7963,308.99,0.14
equ_aug_rot_nor_0_24.jpg,Mata_Normal,4901,270.69,0.33
equ_aug_rot_nor_0_25.jpg,Mata_Normal,9473,1099.06,0.2
equ_aug_rot_nor_0_26.jpg,Mata_Normal,5459,246.74,0.21
equ_aug_rot_nor_0_27.jpg,Mata_Normal,9321,521.67,0.23
equ_aug_rot_nor_0_28.jpg,Mata_Normal,7188,336.51,0.26
equ_aug_rot_nor_0_29.jpg,Mata_Normal,11253,668.91,0.15
equ_aug_rot_nor_0_3.jpg,Mata_Normal,8631,674.79,0.31
equ_aug_rot_nor_0_30.jpg,Mata_Normal,4551,221.78,0.24
equ_aug_rot_nor_0_31.jpg,Mata_Normal,7744,376.49,0.18
equ_aug_rot_nor_0_32.jpg,Mata_Normal,7661,641.34,0.27
equ_aug_rot_nor_0_33.jpg,Mata_Normal,6730,277.73,0.24
equ_aug_rot_nor_0_34.jpg,Mata_Normal,7162,356.13,0.19
equ_aug_rot_nor_0_35.jpg,Mata_Normal,7693,454.8,0.2
equ_aug_rot_nor_0_36.jpg,Mata_Normal,2187,92.52,0.33
equ_aug_rot_nor_0_37.jpg,Mata_Normal,4065,243.66,0.35
equ_aug_rot_nor_0_38.jpg,Mata_Normal,8817,499.49,0.18
equ_aug_rot_nor_0_39.jpg,Mata_Normal,3583,75.02,0.23
equ_aug_rot_nor_0_4.jpg,Mata_Normal,6645,340.23,0.27
equ_aug_rot_nor_0_40.jpg,Mata_Normal,4535,201.9,0.24
equ_aug_rot_nor_0_41.jpg,Mata_Normal,9727,1147.04,0.22
equ_aug_rot_nor_0_42.jpg,Mata_Normal,10296,661.78,0.14
equ_aug_rot_nor_0_43.jpg,Mata_Normal,2090,84.08,0.36
equ_aug_rot_nor_0_44.jpg,Mata_Normal,8943,504.09,0.17
equ_aug_rot_nor_0_45.jpg,Mata_Normal,6946,340.81,0.24
equ_aug_rot_nor_0_46.jpg,Mata_Normal,2238,86.4,0.3
equ_aug_rot_nor_0_47.jpg,Mata_Normal,6979,360.19,0.21
equ_aug_rot_nor_0_48.jpg,Mata_Normal,6553,471.41,0.22
equ_aug_rot_nor_0_49.jpg,Mata_Normal,5584,409.78,0.26
equ_aug_rot_nor_0_5.jpg,Mata_Normal,6794,451.41,0.27
equ_aug_rot_nor_0_50.jpg,Mata_Normal,7396,275.18,0.23
equ_aug_rot_nor_0_6.jpg,Mata_Normal,7566,397.33,0.2
equ_aug_rot_nor_0_7.jpg,Mata_Normal,5566,195.27,0.26
equ_aug_rot_nor_0_8.jpg,Mata_Normal,7837,399.7,0.17
equ_aug_rot_nor_0_9.jpg,Mata_Normal,9870,617.9,0.17
equ_asli_cat_0_1.jpg,Mata_Katarak,4275,99.94,0.3
equ_asli_cat_0_10.jpg,Mata_Katarak,7349,287.75,0.22
equ_asli_cat_0_11.jpg,Mata_Katarak,387,18.95,0.45
equ_asli_cat_0_12.jpg,Mata_Katarak,32904,129.52,0.3
equ_asli_cat_0_13.jpg,Mata_Katarak,7953,739.07,0.31
equ_asli_cat_0_14.jpg,Mata_Katarak,13827,145.18,0.22
equ_asli_cat_0_15.jpg,Mata_Katarak,6551,157.26,0.28
equ_asli_cat_0_16.jpg,Mata_Katarak,4019,146.04,0.24
equ_asli_cat_0_17.jpg,Mata_Katarak,4264,451.11,0.36
equ_asli_cat_0_18.jpg,Mata_Katarak,10884,354.2,0.2
equ_asli_cat_0_19.jpg,Mata_Katarak,11212,243.62,0.3
equ_asli_cat_0_2.jpg,Mata_Katarak,7290,328.11,0.31
equ_asli_cat_0_20.jpg,Mata_Katarak,1474,38.81,0.42
equ_asli_cat_0_21.jpg,Mata_Katarak,2713,125.63,0.35
equ_asli_cat_0_22.jpg,Mata_Katarak,11181,177.66,0.19
equ_asli_cat_0_23.jpg,Mata_Katarak,4453,103.47,0.44
equ_asli_cat_0_24.jpg,Mata_Katarak,10066,415.27,0.13
equ_asli_cat_0_25.jpg,Mata_Katarak,7131,193.21,0.27
equ_asli_cat_0_26.jpg,Mata_Katarak,5747,210.74,0.25
equ_asli_cat_0_27.jpg,Mata_Katarak,21848,141.44,0.38
equ_asli_cat_0_28.jpg,Mata_Katarak,3922,2.15,0.75
equ_asli_cat_0_29.jpg,Mata_Katarak,2185,59.52,0.35
equ_asli_cat_0_3.jpg,Mata_Katarak,7852,110.67,0.28
equ_asli_cat_0_30.jpg,Mata_Katarak,19186,123.18,0.21
equ_asli_cat_0_31.jpg,Mata_Katarak,12909,11.09,0.52
equ_asli_cat_0_32.jpg,Mata_Katarak,2269,49.43,0.36
equ_asli_cat_0_33.jpg,Mata_Katarak,4159,158.35,0.23
equ_asli_cat_0_34.jpg,Mata_Katarak,4570,378.07,0.28
equ_asli_cat_0_35.jpg,Mata_Katarak,2215,74.86,0.34
equ_asli_cat_0_36.jpg,Mata_Katarak,3624,279.35,0.33
equ_asli_cat_0_37.jpg,Mata_Katarak,5543,143.51,0.23
equ_asli_cat_0_38.jpg,Mata_Katarak,17296,296.64,0.2
equ_asli_cat_0_39.jpg,Mata_Katarak,5734,449.08,0.29
equ_asli_cat_0_4.jpg,Mata_Katarak,7687,207.05,0.32
equ_asli_cat_0_40.jpg,Mata_Katarak,10886,89.54,0.27
equ_asli_cat_0_41.jpg,Mata_Katarak,12723,212.17,0.25
equ_asli_cat_0_42.jpg,Mata_Katarak,3637,5.69,0.62
equ_asli_cat_0_43.jpg,Mata_Katarak,3739,67.35,0.29
equ_asli_cat_0_44.jpg,Mata_Katarak,1888,47.44,0.43
equ_asli_cat_0_45.jpg,Mata_Katarak,5772,278.32,0.32
equ_asli_cat_0_46.jpg,Mata_Katarak,13533,135.83,0.26
equ_asli_cat_0_47.jpg,Mata_Katarak,5611,119.05,0.36
equ_asli_cat_0_48.jpg,Mata_Katarak,7694,342.5,0.27
equ_asli_cat_0_49.jpg,Mata_Katarak,8505,130.56,0.28
equ_asli_cat_0_5.jpg,Mata_Katarak,2690,60.95,0.39
equ_asli_cat_0_50.jpg,Mata_Katarak,3367,135.7,0.29
equ_asli_cat_0_6.jpg,Mata_Katarak,11196,412.59,0.2
equ_asli_cat_0_7.jpg,Mata_Katarak,772,26.72,0.48
equ_asli_cat_0_8.jpg,Mata_Katarak,7295,283.2,0.24
equ_asli_cat_0_9.jpg,Mata_Katarak,4206,127.68,0.2
equ_aug_bright_cat_0_1.jpg,Mata_Katarak,4159,100.57,0.3
equ_aug_bright_cat_0_10.jpg,Mata_Katarak,7347,285.48,0.23
equ_aug_bright_cat_0_11.jpg,Mata_Katarak,489,25.77,0.45
equ_aug_bright_cat_0_12.jpg,Mata_Katarak,32608,133.12,0.32
equ_aug_bright_cat_0_13.jpg,Mata_Katarak,7965,739.86,0.31
equ_aug_bright_cat_0_14.jpg,Mata_Katarak,13195,148.64,0.23
equ_aug_bright_cat_0_15.jpg,Mata_Katarak,6439,153.52,0.27
equ_aug_bright_cat_0_16.jpg,Mata_Katarak,4101,145.16,0.23
equ_aug_bright_cat_0_17.jpg,Mata_Katarak,4216,453.45,0.35
equ_aug_bright_cat_0_18.jpg,Mata_Katarak,9945,309.28,0.21
equ_aug_bright_cat_0_19.jpg,Mata_Katarak,9793,227.98,0.29
equ_aug_bright_cat_0_2.jpg,Mata_Katarak,5916,286.52,0.39
equ_aug_bright_cat_0_20.jpg,Mata_Katarak,1463,40.43,0.47
equ_aug_bright_cat_0_21.jpg,Mata_Katarak,3318,132.72,0.37
equ_aug_bright_cat_0_22.jpg,Mata_Katarak,11318,178.69,0.2
equ_aug_bright_cat_0_23.jpg,Mata_Katarak,4842,149.99,0.47
equ_aug_bright_cat_0_24.jpg,Mata_Katarak,9618,378.31,0.14
equ_aug_bright_cat_0_25.jpg,Mata_Katarak,7017,194.83,0.26
equ_aug_bright_cat_0_26.jpg,Mata_Katarak,5532,211.58,0.26
equ_aug_bright_cat_0_27.jpg,Mata_Katarak,20807,138.6,0.39
equ_aug_bright_cat_0_28.jpg,Mata_Katarak,25261,4.17,0.77
equ_aug_bright_cat_0_29.jpg,Mata_Katarak,1996,63.01,0.36
equ_aug_bright_cat_0_3.jpg,Mata_Katarak,8551,116.63,0.31
equ_aug_bright_cat_0_30.jpg,Mata_Katarak,20091,127.08,0.24
equ_aug_bright_cat_0_31.jpg,Mata_Katarak,12703,11.72,0.52
equ_aug_bright_cat_0_32.jpg,Mata_Katarak,2996,78.06,0.4
equ_aug_bright_cat_0_33.jpg,Mata_Katarak,4057,156.23,0.23
equ_aug_bright_cat_0_34.jpg,Mata_Katarak,4446,365.24,0.28
equ_aug_bright_cat_0_35.jpg,Mata_Katarak,2612,95.51,0.37
equ_aug_bright_cat_0_36.jpg,Mata_Katarak,3751,277.63,0.34
equ_aug_bright_cat_0_37.jpg,Mata_Katarak,5595,143.82,0.23
equ_aug_bright_cat_0_38.jpg,Mata_Katarak,15625,284.53,0.22
equ_aug_bright_cat_0_39.jpg,Mata_Katarak,5760,449.06,0.29
equ_aug_bright_cat_0_4.jpg,Mata_Katarak,8431,215.78,0.35
equ_aug_bright_cat_0_40.jpg,Mata_Katarak,10716,88.65,0.28
equ_aug_bright_cat_0_41.jpg,Mata_Katarak,11153,174.39,0.25
equ_aug_bright_cat_0_42.jpg,Mata_Katarak,4896,8.07,0.62
equ_aug_bright_cat_0_43.jpg,Mata_Katarak,3410,64.96,0.29
equ_aug_bright_cat_0_44.jpg,Mata_Katarak,2275,58.28,0.44
equ_aug_bright_cat_0_45.jpg,Mata_Katarak,5749,276.58,0.31
equ_aug_bright_cat_0_46.jpg,Mata_Katarak,13560,135.64,0.26
equ_aug_bright_cat_0_47.jpg,Mata_Katarak,6019,154.75,0.39
equ_aug_bright_cat_0_48.jpg,Mata_Katarak,7777,344.95,0.27
equ_aug_bright_cat_0_49.jpg,Mata_Katarak,8637,138.06,0.31
equ_aug_bright_cat_0_5.jpg,Mata_Katarak,4150,125.05,0.44
equ_aug_bright_cat_0_50.jpg,Mata_Katarak,3353,128.05,0.28
equ_aug_bright_cat_0_6.jpg,Mata_Katarak,11051,412.69,0.21
equ_aug_bright_cat_0_7.jpg,Mata_Katarak,756,28.44,0.47
equ_aug_bright_cat_0_8.jpg,Mata_Katarak,7139,278.5,0.25
equ_aug_bright_cat_0_9.jpg,Mata_Katarak,4289,125.21,0.2
equ_aug_flip_cat_0_1.jpg,Mata_Katarak,4261,102.47,0.26
equ_aug_flip_cat_0_10.jpg,Mata_Katarak,7444,295.97,0.2
equ_aug_flip_cat_0_11.jpg,Mata_Katarak,432,19.3,0.43
equ_aug_flip_cat_0_12.jpg,Mata_Katarak,33145,130.81,0.29
equ_aug_flip_cat_0_13.jpg,Mata_Katarak,7980,745.79,0.26
equ_aug_flip_cat_0_14.jpg,Mata_Katarak,13789,145.15,0.22
equ_aug_flip_cat_0_15.jpg,Mata_Katarak,6670,161.45,0.25
equ_aug_flip_cat_0_16.jpg,Mata_Katarak,4154,150.25,0.22
equ_aug_flip_cat_0_17.jpg,Mata_Katarak,4244,451.12,0.36
equ_aug_flip_cat_0_18.jpg,Mata_Katarak,10852,360.42,0.19
equ_aug_flip_cat_0_19.jpg,Mata_Katarak,11324,248.39,0.27
equ_aug_flip_cat_0_2.jpg,Mata_Katarak,7384,333.97,0.29
equ_aug_flip_cat_0_20.jpg,Mata_Katarak,1322,42.05,0.4
equ_aug_flip_cat_0_21.jpg,Mata_Katarak,2740,127.89,0.33
equ_aug_flip_cat_0_22.jpg,Mata_Katarak,11646,181.75,0.18
equ_aug_flip_cat_0_23.jpg,Mata_Katarak,4525,104.38,0.42
equ_aug_flip_cat_0_24.jpg,Mata_Katarak,10007,425.52,0.12
equ_aug_flip_cat_0_25.jpg,Mata_Katarak,7211,194.7,0.25
equ_aug_flip_cat_0_26.jpg,Mata_Katarak,5793,214.65,0.23
equ_aug_flip_cat_0_27.jpg,Mata_Katarak,21949,144.67,0.37
equ_aug_flip_cat_0_28.jpg,Mata_Katarak,4013,2.15,0.75
equ_aug_flip_cat_0_29.jpg,Mata_Katarak,2249,61.6,0.33
equ_aug_flip_cat_0_3.jpg,Mata_Katarak,8029,114.7,0.27
equ_aug_flip_cat_0_30.jpg,Mata_Katarak,19140,127.42,0.2
equ_aug_flip_cat_0_31.jpg,Mata_Katarak,12906,11.08,0.52
equ_aug_flip_cat_0_32.jpg,Mata_Katarak,2189,49.85,0.33
equ_aug_flip_cat_0_33.jpg,Mata_Katarak,4183,162.57,0.2
equ_aug_flip_cat_0_34.jpg,Mata_Katarak,4540,383.07,0.27
equ_aug_flip_cat_0_35.jpg,Mata_Katarak,2175,76.23,0.32
equ_aug_flip_cat_0_36.jpg,Mata_Katarak,3545,280.91,0.31
equ_aug_flip_cat_0_37.jpg,Mata_Katarak,5518,143.58,0.23
equ_aug_flip_cat_0_38.jpg,Mata_Katarak,16899,304.41,0.19
equ_aug_flip_cat_0_39.jpg,Mata_Katarak,5809,454.36,0.26
equ_aug_flip_cat_0_4.jpg,Mata_Katarak,7673,207.04,0.32
equ_aug_flip_cat_0_40.jpg,Mata_Katarak,10972,91.59,0.25
equ_aug_flip_cat_0_41.jpg,Mata_Katarak,12911,219.07,0.23
equ_aug_flip_cat_0_42.jpg,Mata_Katarak,3881,5.71,0.59
equ_aug_flip_cat_0_43.jpg,Mata_Katarak,3834,68.93,0.27
equ_aug_flip_cat_0_44.jpg,Mata_Katarak,1824,48.7,0.41
equ_aug_flip_cat_0_45.jpg,Mata_Katarak,5793,280.66,0.29
equ_aug_flip_cat_0_46.jpg,Mata_Katarak,13602,137.14,0.24
equ_aug_flip_cat_0_47.jpg,Mata_Katarak,5666,124.44,0.33
equ_aug_flip_cat_0_48.jpg,Mata_Katarak,7764,350.01,0.23
equ_aug_flip_cat_0_49.jpg,Mata_Katarak,8476,133.99,0.27
equ_aug_flip_cat_0_5.jpg,Mata_Katarak,2691,60.89,0.39
equ_aug_flip_cat_0_50.jpg,Mata_Katarak,3266,139.04,0.27
equ_aug_flip_cat_0_6.jpg,Mata_Katarak,11179,416.79,0.2
equ_aug_flip_cat_0_7.jpg,Mata_Katarak,756,27.52,0.44
equ_aug_flip_cat_0_8.jpg,Mata_Katarak,7312,292.37,0.22
equ_aug_flip_cat_0_9.jpg,Mata_Katarak,4186,131.99,0.18
equ_aug_rot_cat_0_1.jpg,Mata_Katarak,4258,209.49,0.26
equ_aug_rot_cat_0_10.jpg,Mata_Katarak,7398,464.4,0.26
equ_aug_rot_cat_0_11.jpg,Mata_Katarak,378,11.37,0.48
equ_aug_rot_cat_0_12.jpg,Mata_Katarak,33207,88.07,0.3
equ_aug_rot_cat_0_13.jpg,Mata_Katarak,8113,464.28,0.27
equ_aug_rot_cat_0_14.jpg,Mata_Katarak,13878,166.3,0.21
equ_aug_rot_cat_0_15.jpg,Mata_Katarak,6651,277.55,0.2
equ_aug_rot_cat_0_16.jpg,Mata_Katarak,4047,237.87,0.27
equ_aug_rot_cat_0_17.jpg,Mata_Katarak,4264,350.23,0.31
equ_aug_rot_cat_0_18.jpg,Mata_Katarak,10851,697.86,0.13
equ_aug_rot_cat_0_19.jpg,Mata_Katarak,11398,219.81,0.23
